|title|language|certificate_no|certified_duration|type_of_film|producer_name|production_house|certificate_type|format|certificate_date|duration_in_seconds
0|COMMANDO|ASSAMESE WITH PARTLY HINDI|DIL/1/3/2021-GUW|0 days 01:27:18|Digital|Rekha Chamuah|R.C. FILMS PRODUCTION|U|1|2021-03-02|5238
1|DEUTA|Assamese|DIL/1/8/2021-GUW|0 days 01:22:54|Digital|Dishan Dholua|-|U|1|2021-04-29|4974
2|KRANTI|Assamese|DIL/1/9/2021-GUW|0 days 01:36:08|Digital|Rajeeb Kumar Lahkar|JAI MAA KAMAKHYA FILM|U|1|2021-06-23|5768
3|BOROXUN : SONGS FOR RAIN|ASSAMESE WITH ENGLISH SUBTITLES|DIL/1/10/2021-GUW|0 days 01:28:57|Digital|Jemini Phukan|Saj Entertainment|U|1|2021-08-02|5337
4|CHANDRAWALI|Assamese|DIL/1/12/2021-GUW|0 days 02:08:00|Theatrical|Bolin Sarmah|A B PRODUCTION|U|1|2021-08-30|7680
5|DEUTA... I MISS YOU|Assamese|DIL/1/14/2021-GUW|0 days 01:30:17|Theatrical|Bachchu Roy|GOURI FILMS|U|1|2021-09-03|5417
6|AVATARAN|Assamese|DIL/1/15/2021-GUW|0 days 02:29:15|Theatrical|Tarunabh Dutta|TD Film Studio|U|1|2021-09-08|8955
7|CHANDRA SURJYA AADI|Assamese|DIL/1/16/2021-GUW|0 days 01:28:26|Theatrical|Ramen Gogoi|R G PRODUCTION|U|1|2021-09-13|5306
8|TAMASWINI|Assamese|DIL/1/18/2021-GUW|0 days 01:25:54|Theatrical|Anamika Kalita|-|U|1|2021-09-24|5154
9|BOGI THE WARRIOR|Assamese|DIL/1/19/2021-GUW|0 days 01:14:17|Theatrical|Pranab Jyoti Sarmah|Kuhi Production|U|1|2021-10-06|4457
10|KHYONACHAR|Assamese|DIL/1/20/2021-GUW|0 days 01:34:25|Theatrical|Sourav Baishya|FRAME IN STUDIO|U|1|2021-11-08|5665
11|XOBDO NIXOBDO KOLAHOL (SOUL OF SILENCE)|Assamese|DIL/1/29/2021-GUW|0 days 01:22:44|Theatrical|Monita Borgohain|VISIONEXT|U|1|2021-12-10|4964
12|EKALAVYA|Assamese|DIL/2/4/2021-GUW|0 days 02:17:49|Theatrical|Ritwik Saikia|RIVAN PRODUCTIONS LLP|UA|1|2021-12-16|8269
13|BULU FILM|Assamese|DIL/3/1/2021-GUW|0 days 01:56:34|Theatrical|Himanshu Prasad Das|GUERNICA CREATOVISTA SOCIETY|A|1|2021-12-17|6994
14|THE SEVENTH STRING|Assamese|DIL/1/38/2021-GUW|0 days 01:44:56|Theatrical|Baharul Islam|-|U|1|2021-12-21|6296
15|NOI|Assamese|DIL/1/39/2021-GUW|0 days 01:31:36|Theatrical|Sandeep Laxman Patil|ALLMITRA TALKIES|U|1|2021-12-23|5496
16|TAJMOHOL|Assamese|DIL/2/5/2021-GUW|0 days 01:37:00|Theatrical|Monidipa Borkotoki|Assam State Film (Finance and Development) Corporation Limited|UA|1|2021-12-23|5820
17|BROKEN SOUL|Assamese|DIL/1/41/2021-GUW|0 days 01:25:00|Theatrical|Nirmal Kalita|360 ARTS|U|1|2021-12-25|5100
18|AKOMAN... THE COLOURS OF A REBEL SPROUT|Assamese|DIL/1/42/2021-GUW|0 days 01:16:53|Theatrical|Pranjal K Saikia|-|U|1|2021-12-26|4613
19|DURGA - THE WARRIOR|Assamese|DIL/1/45/2021-GUW|0 days 01:38:53|Theatrical|Utpal Tahbildar|TAHBILDAR PRODUCTION|U|1|2021-12-28|5933
20|LALETAPU 1983|Assamese|DIL/2/6/2021-GUW|0 days 01:42:33|Theatrical|Arun Kumar Rai|BRC CINE PRODUCTION|UA|1|2021-12-28|6153
21|ETI NAKHYATRA|Assamese|DIL/1/46/2021-GUW|0 days 01:40:00|Theatrical|Pankaj Kumar Mazumder|-|U|1|2021-12-30|6000
22|ANUR (EYES ON THE SUNSHINE)|Assamese|DIL/1/47/2021-GUW|0 days 02:42:16|Theatrical|Gopendra Mohan Das|SHIVAM CREATION|U|1|2021-12-30|9736
23|SWAHID KAMALA MIRI|Assamese|DIL/1/48/2021-GUW|0 days 01:12:04|Theatrical|Bhupendra Kaman|TRIBAL CHANNEL (S)|U|1|2021-12-30|4324
24|SAKTHI|AWADHI|VIL/2/2/2021-DEL|0 days 02:18:15|Video|ULKA MANISH SHAH|GOLDMINES TELEFILMS PVT LTD|UA|1|2021-01-13|8295
25|REBEL|AWADHI|VIL/2/6/2021-DEL|0 days 02:23:57|Video|ULKA MANISH SHAH|GOLDMINES TELEFILMS PVT LTD|UA|1|2021-02-04|8637
26|MIRCHI|AWADHI|VIL/2/7/2021-DEL|0 days 02:17:51|Video|UPPALAPATI VENKATA SATYANARAYANARAJU|U V CREATIONS|UA|1|2021-02-12|8271
27|POWER|Awadhi|VIL/2/10/2021-DEL|0 days 02:06:46|Video|ULKA MANISH SHAH|GOLDMINES TELEFILMS PVT LTD|UA|1|2021-02-26|7606
28|POWER RETURNS ( RACE GURRAM )|AWADHI|VIL/2/11/2021-DEL|0 days 02:23:21|Video|NALLAMALUPU SRINIVASREDDY|LAKSHMI NARASIMHA PRODUCTIONS|UA|1|2021-03-19|8601
29|AMBARISHA|AWADHI|VIL/2/81/2021-MUM|0 days 02:15:44|Video|Sumeet Kishen Saigal|SUMEET ARTS|UA|1|2021-03-26|8144
30|VETTAIKAARAN|Awadhi|VIL/2/18/2021-CUT|0 days 02:30:33|Video|ULKA MANISH SHAH|GOLDMINES TELEFILMS PVT LTD|UA|1|2021-04-07|9033
31|DHRUVA|Awadhi|VIL/2/97/2021-MUM|0 days 02:30:05|Video|ULKA MANISH SHAH|GOLDMINES TELEFILMS PVT LTD|UA|1|2021-04-09|9005
32|BRUNDAVANAM|AWADHI|VIL/2/112/2021-MUM|0 days 02:28:04|Video|Vvenkata Ramanareddy|Sri Venkateswara Creations|UA|1|2021-05-19|8884
33|BAAHUBALI - THE BEGINNING|AWADHI|VIL/2/160/2021-MUM|0 days 02:39:05|Video|YARLAGADDA NAGA SOBHANADRI|ARKA MEDIA WORKS ENTERTAINMENT LLP|UA|1|2021-06-30|9545
34|NENU NAA RAAKSHASI|AWADHI|VIL/2/161/2021-MUM|0 days 02:08:39|Video|Sumeet Kishen Saigal|SUMEET ARTS|UA|1|2021-06-30|7719
35|BAAHUBALI - THE CONCLUSION|Awadhi|VIL/2/183/2021-MUM|0 days 02:50:51|Video|YARLAGADDA NAGA SOBHANADRI|ARKA MEDIA WORKS ENTERTAINMENT LLP|UA|1|2021-07-23|10251
36|MERE DESH KI DHARTI|AWADHI|VIL/2/201/2021-MUM|0 days 02:00:03|Video|Saroj Chaudhary|HANGING BELLS CREATION|UA|1|2021-08-04|7203
37|SREEMANNARAYANA|AWADHI|VIL/2/43/2021-DEL|0 days 01:59:48|Video|ULKA MANISH SHAH|GOLDMINES TELEFILMS PVT LTD|UA|1|2021-12-01|7188
38|"""RAM NAIK""(GOARMATI)"""|BANJARA|DIL/2/160/2021-HYD|0 days 01:57:33|Theatrical|Lavudya Ramesh Chouhan|M/S SRI TULJA BHAVANI FILM CITY|UA|1|2021-09-09|7053
39|GORMATI|BANJARA|DIL/2/242/2021-HYD|0 days 02:52:41|Theatrical|Rekhya Vadthyavath|BANJARA BIG CINEMAS|UA|1|2021-12-08|10361
40|PARI|BANJARA|DIL/2/119/2021-BAN|0 days 01:53:49|Theatrical|Madhu Chavhan|AVR CREATIONS|UA|1|2021-12-30|6829
41|NAYAK|BANJARA|DIL/2/135/2021-BAN|0 days 01:53:13|Theatrical|lalithanaik B T|BTL FILMS|UA|1|2021-12-31|6793
42|MUSAFIR|BEARY ( BYARI )|DIL/1/27/2021-BAN|0 days 01:34:13|Theatrical|Abdulshakeel Abdulkadher|M/s SHAKZ ENTERPRISES|U|1|2021-12-28|5653
43|WELCOME INDIA TO PAKISTAN|Bengali|DIL/1/1/2021-KOL|0 days 01:55:07|Digital|Prantosh Chakraborty|-|U|1|2021-01-01|6907
44|CROSSBREED|Bengali|VFL/2/6/2021-MUM|0 days 01:26:57|Video|High Octane Pictures, LLC|-|UA|1|2021-01-04|5217
45|BLACK COBRA|Bengali|VFL/2/9/2021-MUM|0 days 01:28:55|Video|Shoreline Entertainment|-|UA|1|2021-01-05|5335
46|SANDHI BICHCHED|Bengali|DIL/1/3/2021-KOL|0 days 02:06:52|Digital|Nimai Shasmal|-|U|1|2021-01-11|7612
47|CHADMABESHI-THE FACE BEHIND MASK|Bengali|DIL/1/4/2021-KOL|0 days 01:15:33|Digital|Siddhartha Dey|-|U|1|2021-01-14|4533
48|EKTI RAAT|Bengali|DIL/1/5/2021-KOL|0 days 01:33:15|Digital|Siddhartha Dey|-|U|1|2021-01-14|5595
49|ROBERT REBORN|Bengali|VFL/2/37/2021-MUM|0 days 01:20:12|Video|High Octane Pictures, LLC|-|UA|1|2021-01-14|4812
50|HRIDPINDO|BENGALI WITH ENGLISH SUBTITLE|DIL/1/6/2021-KOL|0 days 02:08:02|Digital|Kan Singh Sodha|PARADISE FILM PRODUCTION COMPANY LIMITED|U|1|2021-01-14|7682
51|EL-DORADO CITY OF GOLD|Bengali|VFL/2/46/2021-MUM|0 days 01:34:21|Video|American Cinema International|-|UA|1|2021-01-15|5661
52|DANGER|Bengali|VIL/2/12/2021-MUM|0 days 02:02:18|Video|Amit Kumar Gupta|M/s Captain Video Pvt. Ltd.|UA|1|2021-01-18|7338
53|TUMI ASBE BOLE|Bengali|DIL/1/7/2021-KOL|0 days 01:47:19|Digital|Tapan Das|M/S. SURINDER FILMS PVT. LTD.|U|1|2021-01-18|6439
54|PHIREY DEKHA|Bengali|DIL/1/9/2021-KOL|0 days 02:18:06|Digital|Sarathi Guha|Shadow Films|U|1|2021-01-19|8286
55|THE DAWNSEEKER|Bengali|VFL/2/64/2021-MUM|0 days 01:24:34|Video|High Octane Pictures, LLC|-|UA|1|2021-01-21|5074
56|DRAGON KINGDOM|Bengali|VFL/2/70/2021-MUM|0 days 01:27:49|Video|High Octane Pictures, LLC|-|UA|1|2021-01-22|5269
57|TARAKAR MRITYU|Bengali|DIL/1/10/2021-KOL|0 days 01:36:06|Digital|Tapan Das|M/S. SURINDER FILMS PVT. LTD.|U|1|2021-01-25|5766
58|SWARGE DISCO (REVISED)|Bengali|VIL/2/1/2021-KOL|0 days 01:50:26|Video|Kalpana Koley|-|UA|1|2021-01-25|6626
59|DICTIONARY|BENGALI WITH ENGLISH SUBTITLE|DIL/1/11/2021-KOL|0 days 01:48:58|Digital|Prabal Halder|M/S. FRIENDS COMMUNICATION|U|1|2021-01-25|6538
60|JUSTICE LEAGUE|Bengali|VFL/2/81/2021-MUM|0 days 01:55:03|Video|JON BERG / GEOFF JOHNS / CHARLES ROVEN / WARNER BROTHERS|-|UA|1|2021-01-28|6903
61|RAMPAGE|Bengali|VFL/2/84/2021-MUM|0 days 01:42:49|Video|BEAU FLYNN/ HIRAM GARCIA / BRAD PEYTON / WARNER BROTHERS|-|UA|1|2021-01-28|6169
62|PREM TAME|BENGALI WITH ENGLISH SUBTITLE|DIL/2/2/2021-KOL|0 days 02:10:03|Digital|Debasish Sarkar|M/S. SVF ENTERTAINMENT PVT. LTD.|UA|1|2021-01-28|7803
63|MAGIC|Bengali|DIL/1/12/2021-KOL|0 days 02:05:25|Digital|Suman Sengupta|SSG ENTERTAINMENT|U|1|2021-01-29|7525
64|CURSE OF THE NUN|Bengali|VFL/2/87/2021-MUM|0 days 01:22:02|Video|High Octane Pictures, LLC|-|UA|1|2021-01-29|4922
65|COMALI|Bengali|VIL/1/9/2021-CUT|0 days 02:13:54|Video|ULKA MANISH SHAH|GOLDMINES TELEFILMS PVT LTD|U|1|2021-02-01|8034
66|ANTI MATTER|Bengali|VFL/2/92/2021-MUM|0 days 01:48:02|Video|High Octane Pictures, LLC|-|UA|1|2021-02-01|6482
67|BHUTUREY GALPO|Bengali|DIL/2/4/2021-KOL|0 days 01:39:53|Digital|Tandra Adhikari|-|UA|1|2021-02-02|5993
68|THE MEG|Bengali|VFL/2/98/2021-MUM|0 days 01:48:31|Video|COLIN WILSON/ BELLE AVERY / LORENZO DI BONAVENTURA/ WARNER BROTHERS|-|UA|1|2021-02-04|6511
69|ACTION|Bengali|VIL/2/7/2021-CUT|0 days 02:28:05|Video|Ravindran Ramaiah|M/s TRIDENT ARTS|UA|1|2021-02-04|8885
70|JAKHAN RAATRI NAAME|Bengali|DIL/1/13/2021-KOL|0 days 02:10:55|Digital|Yusuf Khan|DISHITA TELE MEDIA ENTERTAINMENT PRIVATE LIMITED|U|1|2021-02-08|7855
71|RAAT BAROTA PAANCH (REVISED)|Bengali|VIL/2/2/2021-KOL|0 days 01:40:32|Video|Nitesh Sharma|-|UA|1|2021-02-10|6032
72|THE REVENGE OF ROBERT|Bengali|VFL/2/106/2021-MUM|0 days 01:19:29|Video|High Octane Pictures, LLC|-|UA|1|2021-02-11|4769
73|AMAR CHALLANGE|Bengali|DIL/1/15/2021-KOL|0 days 02:03:01|Digital|Sahid Imam|M/S. SONAM MOVIES|U|1|2021-02-11|7381
74|AATAGAALLU(GAME FOR LIFE)|Bengali|VIL/2/38/2021-MUM|0 days 02:01:16|Video|Vasireddy Ravindra Nath|FRIENDS MOVIE CREATIONS|UA|1|2021-02-12|7276
75|GODZILLA|Bengali|VFL/2/115/2021-MUM|0 days 01:57:59|Video|JON JASHNI / MARY PARENT / BRIAN ROGERS / WARNER BROTHERS|-|UA|1|2021-02-16|7079
76|KAKABABUR PROTYABORTON|BENGALI WITH ENGLISH SUBTITLE|DIL/1/16/2021-KOL|0 days 02:16:17|Digital|Debasish Sarkar|M/S. SVF ENTERTAINMENT PVT. LTD.|U|1|2021-02-17|8177
77|NAGARKIRTAN (REVISED)|Bengali|VIL/2/3/2021-KOL|0 days 01:51:39|Video|Sani Ghose Ray|ACROPOLIS ENTERTAINMENT PVT. LTD.|UA|1|2021-02-18|6699
78|MISS CALL|Bengali|DIL/1/17/2021-KOL|0 days 02:22:00|Digital|Tapan Das|M/S. SURINDER FILMS PVT. LTD.|U|1|2021-02-23|8520
79|BATTLESHIP|Bengali|VFL/2/120/2021-MUM|0 days 02:05:49|Video|SARAH AUBREY / PETER BERG / BRIAN GOLDNER / UNIVERSAL PICTURES|-|UA|1|2021-02-24|7549
80|EK BAAZIGAR (AGNYAATHAVAASI-PRINCE IN EXILE)_|Bengali|VIL/2/56/2021-MUM|0 days 02:15:28|Video|ULKA MANISH SHAH|GOLDMINES TELEFILMS PVT LTD|UA|1|2021-02-26|8128
81|FAST FIVE|Bengali|VFL/2/123/2021-MUM|0 days 02:04:55|Video|VIN DIESEL / MICHAEL FOTTRELL / NEAL H. MORITZ / UNIVERSAL PICTURES|-|UA|1|2021-02-26|7495
82|KONG: SKULL ISLAND|Bengali|VFL/2/126/2021-MUM|0 days 01:55:34|Video|ALEX GARCIA / JON JASHNI / MARY PARENT / WARNER BROTHERS|-|UA|1|2021-03-02|6934
83|THE MUMMY|Bengali|VFL/2/127/2021-MUM|0 days 01:59:47|Video|JAMES JACKS / SEAN DANIEL / UNIVERSAL PICTURES|-|UA|1|2021-03-02|7187
84|ANACONDAS - THE HUNT FOR THE BLOOD ORCHID|Bengali|VFL/2/129/2021-MUM|0 days 01:33:05|Video|Susan Ruskin, Verna Harrah and Columbia films (USA)|-|UA|1|2021-03-03|5585
85|MR. MAJNU|Bengali|VIL/2/13/2021-CUT|0 days 02:10:38|Video|Venkata Satyanarayanaprasad Bhogavalli|SRI VENKATESWAEA CINE CHITRA LLP|UA|1|2021-03-04|7838
86|FAST AND FURIOUS|Bengali|VFL/2/137/2021-MUM|0 days 01:42:31|Video|VIN DIESEL / NEAL H. MORITZ / UNIVERSAL PICTURES|-|UA|1|2021-03-08|6151
87|SOB CHORITRO TOMAR AMAR|Bengali|DIL/1/19/2021-KOL|0 days 01:53:29|Digital|Aparna Dutta|-|U|1|2021-03-09|6809
88|JURASSIC PARK III|Bengali|VFL/2/139/2021-MUM|0 days 01:28:22|Video|LARRY FRANCO/ KATHLEEN KENNEDY / UNIVERSAL PICTURES|-|UA|1|2021-03-10|5302
89|SUNDERBANER GOPPO|BENGALI WITH ENGLISH SUBTITLE|DIL/1/20/2021-KOL|0 days 01:47:08|Digital|Subhankar Biswas|-|U|1|2021-03-10|6428
90|BROMBHODOITYO|BENGALI WITH ENGLISH SUBTITLE|DIL/1/21/2021-KOL|0 days 01:27:54|Digital|Debasish Sarkar|M/S. SVF ENTERTAINMENT PVT. LTD.|U|1|2021-03-10|5274
91|SPIDERMAN FAR FROM HOME|Bengali|VFL/2/143/2021-MUM|0 days 02:09:55|Video|SPE FILMS INDIA PVT. LTD.,|-|UA|1|2021-03-12|7795
92|STUART LITTLE - 2|Bengali|VFL/1/15/2021-MUM|0 days 01:14:17|Video|SPE FILM INDIA PVT. LTD.,|-|U|1|2021-03-12|4457
93|HOLLOW MAN -2|Bengali|VFL/2/147/2021-MUM|0 days 01:28:29|Video|SPE FILMS INDIA PVT. LTD.,|-|UA|1|2021-03-15|5309
94|MEN IN BLACK 2|Bengali|VFL/2/149/2021-MUM|0 days 01:23:35|Video|Walter F. Parkes Laurie Mac Donald, Columbia Tristar Films USA,|-|UA|1|2021-03-15|5015
95|ANACONDA:3|Bengali|VFL/2/150/2021-MUM|0 days 01:23:03|Video|SPE FILMS INDIA PVT LTD.,|-|UA|1|2021-03-15|4983
96|STUART LITTLE 3 : CALL OF THE WILD|Bengali|VFL/1/16/2021-MUM|0 days 01:13:03|Video|SPE FILMS INDIA PVT. LTD.,|-|U|1|2021-03-15|4383
97|VENOM|Bengali|VFL/2/151/2021-MUM|0 days 01:52:49|Video|SPE FILMS INDIA PVT LTD.,|-|UA|1|2021-03-15|6769
98|FAST AND FURIOUS 6|Bengali|VFL/2/152/2021-MUM|0 days 02:05:38|Video|VIN DIESEL / NEAL H. MORITZ / CLAYTON TOWNSEND / UNIVERSAL PICTURES|-|UA|1|2021-03-15|7538
99|JIBON EK UTSAB|Bengali|VIL/1/10/2021-MUM|0 days 02:15:25|Video|Vemareddy Vamsikrishnareddy|U V CREATIONS|U|1|2021-03-15|8125
100|WAR|Bengali|DIL/1/22/2021-KOL|0 days 01:52:29|Digital|Jhantu Das|-|U|1|2021-03-17|6749
101|MONSTER HUNTER|Bengali|VFL/2/157/2021-MUM|0 days 01:43:14|Video|Paul W. S. Anderson, Jeremy Bolt, Sony Pictures USA|-|UA|1|2021-03-18|6194
102|BAAZI|BENGALI WITH ENGLISH SUBTITLE|DIL/1/24/2021-KOL|0 days 02:24:25|Digital|Amit Jumrani|JEETZ FILMWORKS PVT. LTD.|U|1|2021-03-22|8665
103|GOLPER MAYAJAAL|Bengali|DIL/1/25/2021-KOL|0 days 01:33:08|Digital|Rajiv Nag|SPLASH FILMS PRIVATE LIMITED|U|1|2021-03-23|5588
104|LOCKDOWN|Bengali|DIL/1/28/2021-KOL|0 days 02:06:05|Digital|Joydeep Mukherjee|M/S. ARTAGE MEDIA PVT. LTD.|U|1|2021-03-24|7565
105|DOM|BENGALI WITH ENGLISH SUBTITLE|DIL/1/26/2021-KOL|0 days 01:32:42|Digital|Tapas Kumar Chakraborty|-|U|1|2021-03-24|5562
106|KOTHA KOTHA KHUJECHI TOMAY|Bengali|DIL/1/29/2021-KOL|0 days 01:52:26|Digital|Kankan Kumar Ray|-|U|1|2021-03-30|6746
107|FLYOVER|Bengali|DIL/1/30/2021-KOL|0 days 02:00:18|Digital|Tapan Das|M/S. SURINDER FILMS PVT. LTD.|U|1|2021-03-30|7218
108|ITI VALOBASA|Bengali|DIL/2/7/2021-KOL|0 days 01:43:47|Digital|Joydeep Mukherjee|M/S. ARTAGE MEDIA PVT. LTD.|UA|1|2021-03-31|6227
109|EK KANYAR KAHINI|Bengali|DIL/2/8/2021-KOL|0 days 02:01:28|Digital|Sahid Imam|M/S. SONAM MOVIES|UA|1|2021-03-31|7288
110|SILLY FELLOWS|Bengali|VIL/1/12/2021-CUT|0 days 01:55:34|Video|ULKA MANISH SHAH|GOLDMINES TELEFILMS PVT LTD|U|1|2021-03-31|6934
111|DIPANTAR|Bengali|DIL/1/31/2021-KOL|0 days 01:45:00|Digital|Mohommad Nizamuddin|-|U|1|2021-04-05|6300
112|PAGLI TOR JONNO|Bengali|DIL/1/33/2021-KOL|0 days 02:23:21|Digital|Sekh Faruk Mallick|M/S. SUNRISE MOVIES|U|1|2021-04-08|8601
113|TANGRA BLUES|Bengali|DIL/2/9/2021-KOL|0 days 02:02:59|Digital|Debasish Sarkar|M/S. SVF ENTERTAINMENT PVT. LTD.|UA|1|2021-04-09|7379
114|MEN IN BLACK:INTERNATIONAL|Bengali|VFL/1/18/2021-MUM|0 days 01:55:01|Video|SPE FILMS INDIA PVT. LTD.,|-|U|1|2021-04-15|6901
115|F.I.R NO.339/07/06|Bengali|DIL/1/34/2021-KOL|0 days 02:35:09|Digital|Sarathi Guha|Shadow Films|U|1|2021-04-15|9309
116|EKLA JIBAN|Bengali|DIL/1/36/2021-KOL|0 days 01:57:03|Digital|Alok Sarkar|M/s A.S. Movies|U|1|2021-04-20|7023
117|MASS LEADER|Bengali|VIL/2/109/2021-MUM|0 days 01:58:05|Video|Durgaram Choudhary|RDC MEDIA PRIVATE LIMITED|UA|1|2021-05-05|7085
118|BALAKRISHNUDU|Bengali|VIL/2/111/2021-MUM|0 days 02:07:18|Video|Durgaram Choudhary|RDC MEDIA PRIVATE LIMITED|UA|1|2021-05-12|7638
119|MEN IN BLACK|Bengali|VFL/2/201/2021-MUM|0 days 01:34:05|Video|Columbia Tristar and Sven Spielberg USA|-|UA|1|2021-05-12|5645
120|SPIDER-MAN : INTO THE SPIDER-VERSE|Bengali|VFL/1/24/2021-MUM|0 days 01:59:05|Video|Christina Steinberg, Sony Pictures USA|-|U|1|2021-05-12|7145
121|CHINNOMUL|BENGALI WITH ENGLISH SUBTITLE|DIL/1/37/2021-KOL|0 days 02:33:55|Digital|Sree Krishna Movies|Sree krishna movies|U|1|2021-06-21|9235
122|CORRADO|Bengali|VFL/2/243/2021-MUM|0 days 01:23:06|Video|Lance Crayon, Adamo P Cultraro, Tom Sizemore|-|UA|1|2021-06-24|4986
123|STUNTMEN|Bengali|VFL/2/252/2021-MUM|0 days 01:34:29|Video|Aric Amadio, Mike Warner|-|UA|1|2021-06-28|5669
124|WORLD FAMOUS LOVER|Bengali|VIL/2/26/2021-CUT|0 days 02:21:05|Video|Kudaravalli Sri Ramarao|CREATIVE COMMERCIALS|UA|1|2021-06-29|8465
125|ABALAMBAN|Bengali|DIL/1/38/2021-KOL|0 days 01:59:39|Digital|Supriya Pal|-|U|1|2021-07-01|7179
126|ASTRO|Bengali|VFL/2/260/2021-MUM|0 days 01:38:12|Video|Film Factory, Heartrock Pictures, Sony Pictures Home Entertainment, XVIII Entertainment|-|UA|1|2021-07-02|5892
127|SINDUK RAWHASYO|Bengali|DIL/1/39/2021-KOL|0 days 01:45:16|Digital|Mdmasum Billah Sk|GREEN CHILLIEZ ENTERTAINMENT|U|1|2021-07-07|6316
128|CHARAN MUDIR KIRTI|Bengali|DIL/1/40/2021-KOL|0 days 01:19:54|Digital|Subhrajit Ray|-|U|1|2021-07-12|4794
129|TARGET NINE MILES|Bengali|DIL/1/41/2021-KOL|0 days 01:53:04|Digital|Bajrang Lal Agarwal|-|U|1|2021-07-14|6784
130|THE PINVILLE HEIST|Bengali|VFL/2/276/2021-MUM|0 days 01:22:14|Video|Lee Chambers|-|UA|1|2021-07-14|4934
131|OUIJA HOUSE|Bengali|VFL/2/277/2021-MUM|0 days 01:32:19|Video|Jeff Miller|-|UA|1|2021-07-14|5539
132|MAGANER GAAN|BENGALI WITH ENGLISH SUBTITLE|DIL/1/42/2021-KOL|0 days 01:50:00|Digital|Gouri Basu|Eastern Zonal Cultural Centre|U|1|2021-07-14|6600
133|HALUAMAN|Bengali|DIL/1/43/2021-KOL|0 days 02:29:02|Digital|Joydeep Mukherjee|M/S. ARTAGE MEDIA PVT. LTD.|U|1|2021-07-19|8942
134|ALWAYS AND FOREVER|Bengali|VFL/2/286/2021-MUM|0 days 01:40:14|Video|Footage Films, Novus Content|-|UA|1|2021-07-20|6014
135|AMAR PARIVAR|Bengali|DIL/1/45/2021-KOL|0 days 01:39:46|Digital|Sheli Ray|A GOLDEN DEER ENTERTAINMENT|U|1|2021-07-23|5986
136|EXPRESS RAJA|Bengali|VIL/2/186/2021-MUM|0 days 02:09:04|Video|Vemareddy Vamsikrishnareddy|U V CREATIONS|UA|1|2021-07-26|7744
137|SHRIMATI|BENGALI WITH ENGLISH SUBTITLE|DIL/1/46/2021-KOL|0 days 01:56:27|Digital|Kan Singh Sodha|KSS PRODUCTIONS AND ENTERTAINMENT PVT. LTD.|U|1|2021-07-27|6987
138|AGENT SRINIVAS|Bengali|VIL/2/192/2021-MUM|0 days 02:21:39|Video|Nakka Rahul Yadav|SWADHARM ENTERTAINMENT PRIVATE LIMITED|UA|1|2021-07-28|8499
139|NITANTOI SAHAJ SARAL|BENGALI WITH ENGLISH SUBTITLE|DIL/1/48/2021-KOL|0 days 01:24:58|Digital|Nimai Shasmal|-|U|1|2021-07-28|5098
140|APARADHI EK PREM KAHINI|Bengali|DIL/1/50/2021-KOL|0 days 01:58:52|Digital|Barnali Acharjee|M/S, BHABATARINI FILMS|U|1|2021-07-30|7132
141|18 TE 72|BENGALI WITH ENGLISH SUBTITLE|DIL/1/51/2021-KOL|0 days 01:46:34|Digital|Soumyodeep Banerjee|-|U|1|2021-07-30|6394
142|PRATIGHAT|Bengali|DIL/1/52/2021-KOL|0 days 02:27:11|Digital|Sandeep Agarwala|Echo Entertainment Private Limited|U|1|2021-08-02|8831
143|HORROR STORIES|Bengali|DIL/1/53/2021-KOL|0 days 01:29:49|Digital|Mukesh Kumar Pandey|pandey motion pictures|U|1|2021-08-06|5389
144|SESH KATHA|BENGALI WITH ENGLISH SUBTITLE|DIL/1/54/2021-KOL|0 days 01:33:02|Digital|Utpal Sengupta|-|U|1|2021-08-11|5582
145|MUKHOSH - ARALE ANDHOKAR|BENGALI WITH ENGLISH SUBTITLE|DIL/2/11/2021-KOL|0 days 01:56:37|Digital|Debasish Sarkar|M/S. SVF ENTERTAINMENT PVT. LTD.|UA|1|2021-08-11|6997
146|K G F|Bengali|VIL/2/212/2021-MUM|0 days 02:35:34|Video|Vijaya Kumar T|M/S HOMBALE FILMS|UA|1|2021-08-12|9334
147|ALOUKIK ABHIJAAN|Bengali|DIL/1/55/2021-KOL|0 days 02:24:58|Digital|Aritra Sen|ROADSHOW FILMS PRIVATE LIMITED|U|1|2021-08-12|8698
148|BAAHUBALI -THE BEGINNING|BENGALI WITH ENGLISH SUBTITLE|VIL/2/211/2021-MUM|0 days 02:39:51|Video|Atul Dolarrai Rajani|AD WISE MEDIA WORKS|UA|1|2021-08-12|9591
149|CHOCOLATE(REVISED)|Bengali|VIL/2/4/2021-KOL|0 days 01:41:46|Video|Sarathi Guha|Greentouch Entertainment Pvt Ltd|UA|1|2021-08-16|6106
150|GARIBI HATAO|Bengali|DIL/1/56/2021-KOL|0 days 01:23:04|Digital|Julfikar Sekh|A Goal Entertainment Production|U|1|2021-08-16|4984
151|JUMANJI|Bengali|VFL/2/332/2021-MUM|0 days 01:42:49|Video|Scott Kroopf and William Teitler (USA)|-|UA|1|2021-08-18|6169
152|AMI TUMI O MALATI|Bengali|DIL/1/58/2021-KOL|0 days 02:16:07|Digital|Joydeep Mukherjee|M/S. ARTAGE MEDIA PVT. LTD.|U|1|2021-08-25|8167
